id,name,unique_name,ipl_debut,specialization,date_of_birth,matches,nationality
a84468fe,Davy Jacobs,DJ Jacobs,2011,Wicketkeeper Batter,27 February 2012,0,South African
27c5a793,DJ Lamb,DJ Lamb,,,,,
24cacd0a,DJ Lincoln,DJ Lincoln,,,,,
ad9c32a2,Dawid Malan,DJ Malan,,Batter,03 September 1987,1,English
eade4650,DJ Mitchell,DJ Mitchell,,,,,
1a156c88,D'Arcy Short,DJM Short,,N/A,09 August 1990,7,Australian
2c76b512,Domnic Joseph,DJ Muthuswami,,Bowler,09 March 1981,6,Indian
53bee17f,Deandra Dottin,DJS Dottin,,N/A,21 June 1991,0,West Indian
087210b1,DJ Vilas,DJ Vilas,,,,,
7f048519,David Willey,DJ Willey,2018,Bowling Allrounder,28 February 1990,11,English
208f22ea,DJ Worrall,DJ Worrall,,,,,
aeab0d4f,D Klein,D Klein,,,,,
fa1aa7e7,,D Langford-Smith,,,,,
23eeb873,Deepak Chahar,DL Chahar,2016,Bowler,07 August 1992,81,Indian
cb263798,DL Hemp,DL Hemp,,,,,
0c7f11be,,DL Lloyd,,,,,
537f5ab2,,DL Piedt,,,,,
d7c6af50,Daniel Vettori,DL Vettori,2008,All-rounder,27 January 1979,34,New Zealander
e8aa5d07,,DL Watson,,,,,
ad46c747,DM Bess,DM Bess,,,,,
14b14cd8,Darren Bravo,DM Bravo,,N/A,06 February 1989,1,West Indian
7d608e12,DM de Silva,DM de Silva,,,,,
7cb2d9d2,DM Dupavillon,DM Dupavillon,,,,,
a1b3f327,DM Hodgson,DM Hodgson,,,,,
d693012d,DM Kimmince,DM Kimmince,,,,,
6ea2710f,D Moriarty,D Moriarty,,,,,
1ba6a73d,D Mortimer,D Mortimer,,,,,
f1eb3c73,DMW Rawlins,DMW Rawlins,,,,,
d019608b,D Nath,D Nath,,,,,
be0c9f5b,DN Phillips,DN Phillips,,,,,
a139c379,Danni Wyatt,DN Wyatt,,N/A,22 April 1991,0,English
a8e56914,,D Olivier,,,,,
6ed3d5ac,,DO Obuya,,,,,
2c25d4f5,Devdutt Padikkal,D Padikkal,2020,Batter,07 July 2000,64,Indian
462d7c62,,D Paterson,,,,,
df5a6881,DP Conway,DP Conway,,,,,
d18f9182,Mahela Jayawardene,DPMD Jayawardene,2008,Batter,27 May 1977,80,Sri Lankan
c404f58a,Dirk Nannes,DP Nannes,2009,Bowler,16 May 1976,29,Australian
11614d87,D Pretorius,D Pretorius,,,,,
97e434a6,DP Sibley,DP Sibley,,,,,
f9ded29b,Devika Vaidya,DP Vaidya,,N/A,13 August 1997,0,Indian
d1523761,,D Ramdin,,,,,
f3abd0c9,DR Briggs,DR Briggs,,,,,
9d710afe,DR Flynn,DR Flynn,,,,,
879aedd7,,DR Melton,,,,,
876dbe2d,DR Mousley,DR Mousley,,,,,
caf69bf7,Daniel Sams,DR Sams,2020,All-rounder,27 October 1992,16,Australian
faa7365d,Dhruv Shorey,DR Shorey,,Batter,05 June 1992,2,Indian
35205dfc,Dwayne Smith,DR Smith,2008,Batting All-rounder,12 April 1983,91,West Indian
43936951,DR Tuffey,DR Tuffey,,,,,
1747ea18,DS Airee,DS Airee,,,,,
d2a989fc,Dhawal Kulkarni,DS Kulkarni,2008,Bowler,10 December 1988,92,Indian
85ad2217,DS Smith,DS Smith,,,,,
3473e5f2,DS Weerakkody,DS Weerakkody,,,,,
2a2e6343,Dan Christian,DT Christian,2011,All-rounder,04 May 1983,49,Australian
e01895bb,DT Johnston,DT Johnston,,,,,
dbfb8218,,DT Tiripano,,,,,
8c5775f3,D van Niekerk,D van Niekerk,,,,,
aa8d28ae,David Wiese,D Wiese,2015,All-rounder,18 May 1985,18,South African
4b685e2d,DW Lawrence,DW Lawrence,,,,,
8fd1a8f5,Dale Steyn,DW Steyn,2008,Bowler,27 June 1983,95,South African
219cc59e,DY Pennington,DY Pennington,,,,,
50ee0500,EAJ Richardson,EAJ Richardson,,,,,
fe731c62,,EA Osborne,,,,,
be150fc8,,EA Perry,,,,,
cb5100f1,,Ebadat Hossain,,,,,
fec369cd,E Barnes,E Barnes,,,,,
705489eb,Ekta Bisht,E Bisht,,N/A,08 February 1986,0,Indian
d2babdd5,,E Chigumbura,,,,,
a48fc79d,EC Joyce,EC Joyce,,,,,
f771a151,EC Rainsford,EC Rainsford,,,,,
a510bdd3,EG Barnard,EG Barnard,,,,,
210b05cb,,Ehsan Adil,,,,,
d3851cd8,Ehsan Khan,Ehsan Khan,,,,,
70456281,,Ehsan Nawaz,,,,,
7572bf45,EHSN Silva,EHSN Silva,,,,,
9e1b7792,EJ Byrom,EJ Byrom,,,,,
d2a6c0e6,Eoin Morgan,EJG Morgan,2010,Batter,10 September 1986,83,English
fee3c48a,EJM Cowan,EJM Cowan,,,,,
d6663a9a,EJ Pollock,EJ Pollock,,,,,
cde96d97,,EJ Villani,,,,,
a7bc76a0,E Leie,E Leie,,,,,
0ebfb1ad,Evin Lewis,E Lewis,,Batter,27 December 1991,27,West Indian
817c1746,Elias Sunny,Elias Sunny,,,,,
180240d4,,EM Bermingham,,,,,
5a22d91c,,EMDY Munaweera,,,,,
c57fa67e,E Otieno,E Otieno,,,,,
b274dbbd,Eklavya Dwivedi,ER Dwivedi,2016,Wicketkeeper,22 July 1988,4,Indian
6a7239a7,ES Szwarczynski,ES Szwarczynski,,,,,
1fb4d3ee,E van Wyk,E van Wyk,,,,,
b52ffbbd,Fabian Allen,FA Allen,,All-rounder,07 May 1995,5,West Indian
53fa62a2,,Fahad Alhashmi,,,,,
29f0e3c3,Fahad Tariq,Fahad Tariq,,,,,
bd4ea627,Faheem Ashraf,Faheem Ashraf,,,,,
558cdd64,Fahima Khatun,Fahima Khatun,,,,,
8b89eb80,Faizan Asif,Faizan Asif,,,,,
1777c020,Fakhar Zaman,Fakhar Zaman,,,,,
6e96c956,Fargana Hoque,Fargana Hoque,,,,,
e59121b4,,Farhaan Sayanvala,,,,,
4948a447,,Farhad Reza,,,,,
22ae3041,Fawad Ahmed,Fawad Ahmed,,,,,
61f05b05,Fawad Alam,Fawad Alam,,,,,
b4bef2ed,Fazle Mahmud,Fazle Mahmud,,,,,
dce2019b,Farhaan Behardien,F Behardien,,Batter,09 October 1983,3,South African
c4bf47e7,F Coetzee,F Coetzee,,,,,
a28132bd,FC Wilson,FC Wilson,,,,,
400e2d4d,FDM Karunaratne,FDM Karunaratne,,,,,
3355b542,Faf du Plessis,F du Plessis,2012,Batter,13 July 1984,145,South African
bf74b130,Finn Allen,FH Allen,,Wicketkeeper Batter,22 April 1999,0,New Zealander
a7c226e1,Fidel Edwards,FH Edwards,,N/A,06 February 1982,6,West Indian
4f034a50,,FIN Khushi,,,,,
932d3cc9,,FJ Hudson-Prentice,,,,,
c042b412,FJ Klaassen,FJ Klaassen,,,,,
1530a7e9,,F Kasteni,,,,,
7391f160,FL Mackay,FL Mackay,,,,,
2085b848,F Rautenbach,F Rautenbach,,,,,
2479daa6,,FR Davies,,,,,
971c3f6d,FRJ Coleman,FRJ Coleman,,,,,
819ae1ad,FS Organ,FS Organ,,,,,
41f534cd,F Tunnicliffe,F Tunnicliffe,,,,,
c15e2193,Faiz Fazal,FY Fazal,2010,Batter,07 September 1985,13,Indian
e2caec46,GA Bartlett,GA Bartlett,,,,,
287ed3a0,GA Elwiss,GA Elwiss,,,,,
86421172,GA Lamb,GA Lamb,,,,,
d4d37c31,GA Stuurman,GA Stuurman,,,,,
288981a7,Gauhar Hafeez,Gauhar Hafeez,,,,,
da785bf8,GB Brent,GB Brent,,,,,
f708a0bc,Brad Hogg,GB Hogg,2012,All-rounder,06 February 1971,21,Australian
214f6461,GCH Hill,GCH Hill,,,,,
4fd09cfc,G Clark,G Clark,,,,,
72861603,Graeme Smith,GC Smith,2008,Batter,01 February 1981,29,South African
a316d663,Hardus Viljoen,GC Viljoen,2019,Bowler,06 March 1989,6,South African
05de1a5a,GC Wilson,GC Wilson,,,,,
c03449e0,GD Elliott,GD Elliott,,,,,
ee7d0c82,Glenn McGrath,GD McGrath,,N/A,09 February 1970,14,Australian
9a46c4e5,Glenn Phillips,GD Phillips,2021,Wicketkeeper Batter,06 December 1996,8,New Zealander
0077eaa3,GD Pope,GD Pope,,,,,
b7646e8c,GEF Barnett,GEF Barnett,,,,,
c2b6764d,GFB Scott,GFB Scott,,,,,
e5437608,GF Linde,GF Linde,,,,,
bb345e0b,Gautam Gambhir,G Gambhir,2008,Batter,14 October 1981,154,Indian
450f6fa6,GG Wagg,GG Wagg,,,,,
0f21680d,GG White,GG White,,,,,
99cddc5e,,GH Dockrell,,,,,
1b9d1579,GH Lewis,GH Lewis,,,,,
fd8a9b23,GH Rhodes,GH Rhodes,,,,,
be869ccf,George Garton,GHS Garton,,Bowler,15 April 1997,5,English
ced0ec25,Ghulam Shabber,Ghulam Shabber,,,,,
94253925,Hanuma Vihari,GH Vihari,2013,Batter,13 October 1993,24,Indian
51a36d3e,GH Worker,GH Worker,,,,,
c2988809,GID Lavelle,GID Lavelle,,,,,
5056011d,George Bailey,GJ Bailey,2009,Batter,07 September 1982,40,Australian
5ac8f17b,GJ Batty,GJ Batty,,,,,
33b3d2df,,GJ Delany,,,,,
b681e71e,Glenn Maxwell,GJ Maxwell,2012,All-rounder,14 October 1988,134,Australian
91f0792f,GJ Thompson,GJ Thompson,,,,,
42151725,GK Berg,GK Berg,,,,,
95a06106,GLS Scrimshaw,GLS Scrimshaw,,,,,
ba377b40,GL van Buuren,GL van Buuren,,,,,
78158fc6,GL Walker,GL Walker,,,,,
b2e1d224,G Malla,G Malla,,,,,
0b75f68c,G McClintock,G McClintock,,,,,
97bdec3d,G Motie,G Motie,,,,,
dc6641db,G Oldfield,G Oldfield,,,,,
221ad9d9,GP Swann,GP Swann,,,,,
755a77c6,GS Ballance,GS Ballance,,,,,
b58b7db6,GSNFG Jayasuriya,GSNFG Jayasuriya,,,,,
1558d83b,Gurinder Sandhu,GS Sandhu,,Bowler,14 February 1993,3,Australian
a77472dc,G Stewart,G Stewart,,,,,
ff227198,G Sultana,G Sultana,,,,,
79c7041c,GT Griffiths,GT Griffiths,,,,,
fc1608a2,GT Hankins,GT Hankins,,,,,
4ebc70ca,GT Main,GT Main,,,,,
9f77963a,,Gulbadin Naib,,,,,
6eb146d2,Gurkeerat Mann Singh,Gurkeerat Singh,2012,Batter,29 June 1990,39,Indian
f0b4e47d,G Wareham,G Wareham,,,,,
53068b45,,GWHM Perera,,,,,
e74ad9ea,Habibul Bashar,Habibul Bashar,,,,,
c13e34f4,Haider Ali,Haider Ali,,,,,
093ae70b,Hamid Hassan,Hamid Hassan,,,,,
57bd3ecc,Hammad Azam,Hammad Azam,,,,,
4a25c894,HAPW Jayawardene,HAPW Jayawardene,,,,,
8b5b6769,Harbhajan Singh,Harbhajan Singh,2008,Bowling All-rounder,03 July 1980,163,Indian
24bb1c2f,,Haris Rauf,,,,,
7cd0a092,Haris Sohail,Haris Sohail,,,,,
2a72fd4f,Harmeet Singh Bansal,Harmeet Singh,2009,All-rounder,09 October 1987,27,Indian
0bf15e52,Harmeet Singh,Harmeet Singh (2),2013,Bowler,07 September 1992,1,Indian
c05edf8e,Harpreet Brar,Harpreet Brar,2019,Bowler,16 September 1995,41,Indian
28c78fb3,Harpreet Singh,Harpreet Singh,2010,Batter,11 August 1991,8,Indian
2911de16,,Hasan Ali,,,,,
80ad39ac,Hasan Mahmud,Hasan Mahmud,,,,,
826ba486,,Hasan Mohsin,,,,,
4cd735af,,Hasan Raza (2),,,,,
dbd79036,,HASD Siriwardene,,,,,
fb0abc20,Haseeb Amjad,Haseeb Amjad,,,,,
6e2f7f3d,Hashan Dumindu,Hashan Dumindu,,,,,
c2a46cb4,Hashmatullah Shahidi,Hashmatullah Shahidi,,,,,
486065b3,Hassan Khan,Hassan Khan,,,,,
d712ddec,,Hayatullah,,,,,
5ea51c25,Hazratullah,Hazratullah,,,,,
4ae1755b,HC Brook,HC Brook,,,,,
4ba0289e,HC Knight,HC Knight,,,,,
9c9f8dbc,H Davids,H Davids,,,,,
3664712e,Harleen Deol,H Deol,,N/A,21 June 1998,0,Indian
c5928dec,HDRL Thirimanne,HDRL Thirimanne,,,,,
0605de92,HD Rutherford,HD Rutherford,,,,,
c41ba637,HE Dearden,HE Dearden,,,,,
9948e262,HE van der Dussen,HE van der Dussen,,,,,
e412cb64,Harry Gurney,HF Gurney,2019,Bowler,25 October 1986,8,English
ede05b97,,HG Kuhn,,,,,
ff014c34,HG Munsey,HG Munsey,,,,,
fe0c5457,H Hameed,H Hameed,,,,,
44d0e8af,HHC Gunaratne,HHC Gunaratne,,,,,
e1d1b294,Herschelle Gibbs,HH Gibbs,2008,Batter,23 February 1974,36,South African
dbe50b21,Hardik Pandya,HH Pandya,2015,All-rounder,11 October 1993,137,Indian
0174b455,Himanshu Dutta,Himanshu Dutta,,,,,
2085e1fa,,HJH Brookes,,,,,
70542bef,HJH Marshall,HJH Marshall,,,,,
95fd757d,HJ Swindells,HJ Swindells,,,,,
a1000a26,,HJW Gardiner,,,,,
f8e27d4a,H Karunaratne,H Karunaratne,,,,,
53cd8da6,Harmanpreet Kaur,H Kaur,,N/A,08 March 1989,0,Indian
94238673,,HK Bennett,,,,,
235c2bb6,Heinrich Klaasen,H Klaasen,2018,Wicketkeeper Batter,30 July 1991,35,South African
d32cf49a,Hayley Matthews,HK Matthews,,N/A,19 March 1998,0,West Indian
d3a44255,HL Colvin,HL Colvin,,,,,
a594a6e0,HL Ferling,HL Ferling,,,,,
85021bcd,,H Madavi,,,,,
e798611a,Hashim Amla,HM Amla,,Batter,31 March 1983,16,South African
31fbf891,H Masakadza,H Masakadza,,,,,
4fc516bd,HMCM Bandara,HMCM Bandara,,,,,
d6f9dfd6,HMD Rasangika,HMD Rasangika,,,,,
03521fd3,HM Nicholls,HM Nicholls,,,,,
84f43704,,HM Rajapaksha,,,,,
d2fcce2f,HMRKB Herath,HMRKB Herath,,,,,
8ca1f93a,HM Rowe,HM Rowe,,,,,
b8cce99f,HNK Jensen,HNK Jensen,,,,,
2b8b75a0,H Osinde,H Osinde,,,,,
c4ff0618,H Patel,H Patel,,,,,
0a7c6649,HRC Came,HRC Came,,,,,
ae01eb1e,HR Hosein,HR Hosein,,,,,
8d6b36e3,HR Huddleston,HR Huddleston,,,,,
1ac2a995,HR Walsh,HR Walsh,,,,,
7839bf3a,HS Baidwan,HS Baidwan,,,,,
59ea70a4,HT Tector,HT Tector,,,,,
bb4b445b,Hussain Talat,Hussain Talat,,,,,
f986ca1a,Harshal Patel,HV Patel,2012,Bowler,23 November 1990,106,Indian
ab965cad,HWR Cartwright,HWR Cartwright,,,,,
6b16f8ba,HZ Finch,HZ Finch,,,,,
542fd5a6,,IA Cockbain,,,,,
d4550956,Ibrahim Zadran,Ibrahim Zadran,,,,,
e0407c01,Ishwar Pandey,IC Pandey,,Bowler,15 August 1989,25,Indian
a7489342,IDR Bradshaw,IDR Bradshaw,,,,,
29e253dd,Iftikhar Ahmed,Iftikhar Ahmed,,,,,
6adf9347,Iftikhar Anjum,Iftikhar Anjum,,,,,
b68a30f0,IG Butler,IG Butler,,,,,
4167f30b,IG Holland,IG Holland,,,,,
54725e8b,IH Romaine,IH Romaine,,,,,
5aeab54c,Ihsanullah,Ihsanullah,,,,,
ac7fa28f,IJL Trott,IJL Trott,,,,,
5fa06777,Irfan Pathan,IK Pathan,2008,All-rounder,27 October 1984,103,Indian
f67c958d,Ikram Alikhil,Ikram Alikhil,,,,,
9cb8d7a6,Imad Wasim,Imad Wasim,,,,,
40c041ea,Imam-ul-Haq,Imam-ul-Haq,,,,,
d3b4b8ed,IMHC Joyce,IMHC Joyce,,,,,
dba4f593,Imran Ali,Imran Ali,,,,,
72683b68,B. Sai Sudharsan,Imran Butt (2),2022,All Rounder,15 October 2001,25,Indian
480ed517,Imran Farhat,Imran Farhat,,,,,
0226b73a,Imran Haider,Imran Haider,,,,,
b8eddbdb,,Imran Khalid,,,,,
2b0f2af3,,Imran Khan (2),,,,,
3eb7c45d,Imran Nazir,Imran Nazir,,,,,
e5652e3d,Imran Qayyum,Imran Qayyum,,,,,
acee4cc4,Imran Tahir,Imran Tahir,2014,Bowler,27 March 1979,59,South African
5fbe14fc,,Imrul Kayes,,,,,
b9a3d8c6,,Inzamam-ul-Haq,,,,,
85aae393,Iqbal Abdulla,Iqbal Abdulla,2008,Bowler,02 December 1989,49,Indian
dc596fac,,Iram Javed,,,,,
a61850e6,,I Ranaweera,,,,,
33155d1b,IR Bell,IR Bell,,,,,
5c124657,Irfan Ahmed,Irfan Ahmed,,,,,
722f9da4,Irfanullah Shah,Irfanullah Shah,,,,,
dded65e7,Ishank Jaggi,IR Jaggi,2011,Batter,27 January 1989,7,Indian
1fb2f362,IS Billcliff,IS Billcliff,,,,,
965bc78f,Ishan Jayaratne,Ishan Jayaratne,,,,,
752f7486,Ishan Kishan,Ishan Kishan,2016,Wicketkeeper Batter,18 July 1998,105,Indian
5bb1a1c4,Ishant Sharma,I Sharma,2008,Bowler,02 September 1988,110,Indian
641ac5ff,Ish Sodhi,IS Sodhi,,Bowler,31 October 1992,8,New Zealander
ac5ae4af,Isuru Udana,I Udana,,Bowler,17 February 1988,10,Sri Lankan
7429c452,,I Wardlaw,,,,,
f96933f0,Izatullah Dawlatzai,Izatullah Dawlatzai,,,,,
8bf61e65,JA Brooks,JA Brooks,,,,,
7a5f232a,JA Burns,JA Burns,,,,,
bed90114,JA Clarkson,JA Clarkson,,,,,
bc867003,JA Drakes,JA Drakes,,,,,
dadbdb68,JA Duffy,JA Duffy,,,,,
752183c1,Jahanara Alam,Jahanara Alam,,N/A,01 April 1993,0,Bangladeshi
fe4ebca0,,JA Haynes,,,,,
cd56a813,Jaker Ali,Jaker Ali,,,,,
249abedf,Jalaj Saxena,Jalaj S Saxena,,All-rounder,15 December 1986,1,Indian
f2ab7a69,JA Leaning,JA Leaning,,,,,
c7105dab,JA McCollum,JA McCollum,,,,,
5bfdc77a,James Bracey,James Bracey,,,,,
c3d35165,Albie Morkel,JA Morkel,2008,All-rounder,10 June 1981,91,South African
d5bbb6a2,J Anderson,J Anderson,,,,,
5f966ec0,JA Raval,JA Raval,,,,,
f1ba9ed7,JAR Harris,JAR Harris,,,,,
1ee08e9a,Jhye Richardson,JA Richardson,2021,Bowler,20 September 1996,4,Australian
42537f07,JA Rudolph,JA Rudolph,,,,,
f05fe9b1,JA Simpson,JA Simpson,,,,,
793977d8,JA Tattersall,JA Tattersall,,,,,
1d2f290a,JA Thompson,JA Thompson,,,,,
b80dd12c,Jatinder Singh,Jatinder Singh,,,,,
0087a35d,Javed Ahmadi,Javed Ahmadi,,,,,
e15faa51,,Javed Omar,,,,,
d921449d,Javeria Khan,Javeria Khan,,,,,
cc23e91e,JA Warrican,JA Warrican,,,,,
dd6e32da,JB Cracknell,JB Cracknell,,,,,
c3b93a03,J Blackwood,J Blackwood,,,,,
e5218454,JB Lintott,JB Lintott,,,,,
7bf606c6,JB Nero,JB Nero,,,,,
7c503806,Johan Botha,J Botha,2009,All-rounder,02 May 1982,34,South African
6a685375,JB Reva,JB Reva,,,,,
64770caf,JB Tector,JB Tector,,,,,
5574750c,Jofra Archer,JC Archer,2018,All-rounder,01 April 1995,40,English
99b75528,Jos Buttler,JC Buttler,2016,Wicketkeeper Batter,08 September 1990,107,English
09a9d073,J Charles,J Charles,,,,,
782c0568,JC Hildreth,JC Hildreth,,,,,
c672e80e,J Clark,J Clark,,,,,
49b6c09f,,JC Tredwell,,,,,
bab78fa2,J Da Silva,J Da Silva,,,,,
6fd0c8e1,JD Campbell,JD Campbell,,,,,
aceb7654,,JDF Vandersay,,,,,
0d61d8f0,,JD Libby,,,,,
3eac9d95,Jacob Oram,JDP Oram,2008,All-rounder,28 July 1978,18,New Zealander
91ffa6c6,Jesse Ryder,JD Ryder,2009,Batting All-rounder,06 August 1984,29,New Zealander
9219eff0,Jimmy Neesham,JDS Neesham,2014,Batting Allrounder,17 September 1990,14,New Zealander
1e66c162,Jaydev Unadkat,JD Unadkat,2010,Bowler,18 October 1991,105,Indian
d786a8a1,JD Warner,JD Warner,,,,,
5ebc3941,JE Cameron,JE Cameron,,,,,
cf73ad76,James Franklin,JEC Franklin,2011,All-rounder,07 November 1980,20,New Zealander
bbbb7f1e,JE Poysden,JE Poysden,,,,,
a343262c,JE Root,JE Root,,,,,
4180d897,Jerome Taylor,JE Taylor,,N/A,22 June 1984,5,West Indian
aae9ce90,,JF Mooney,,,,,
91cd48e0,JF Smith,JF Smith,,,,,
642e8af0,JG Dill,JG Dill,,,,,
84f1ae7f,Jhulan Goswami,J Goswami,,N/A,25 November 1982,0,Indian
40d29a33,Danielle Hazell,J Hazell,,N/A,13 May 1988,0,English
d3868bd0,JH Davey,JH Davey,,,,,
7cc15633,JHK Adams,JHK Adams,,,,,
86dc8f2e,Jacques Kallis,JH Kallis,2008,All-rounder,16 October 1975,98,South African
23f2143b,,JH Plom,,,,,
42a5c1c7,JH Wharton,JH Wharton,,,,,
cb08b611,Jemimah Rodrigues,JI Rodrigues,,N/A,05 September 2000,0,Indian
9ee20654,J Ives,J Ives,,,,,
bf2d865c,JJ Atkinson,JJ Atkinson,,,,,
003d49e6,JJ Bazley,JJ Bazley,,,,,
fd96de7c,JJ Bohannon,JJ Bohannon,,,,,
462411b3,Jasprit Bumrah,JJ Bumrah,2013,Bowler,06 December 1993,133,Indian
58c481c6,,JJ Cobb,,,,,
c843f442,JJ Jones,JJ Jones,,,,,
047d9032,JJ Krejza,JJ Krejza,,,,,
d1c36f5c,Jason Roy,JJ Roy,2017,Batter,21 July 1990,21,English
bceb1b07,JJ Tucker,JJ Tucker,,,,,
a05d0552,JJ Weatherley,JJ Weatherley,,,,,
dda5aae5,JK Fuller,JK Fuller,,,,,
d996ba33,J Kila,J Kila,,,,,
270b3f8e,JK Kamande,JK Kamande,,,,,
f8dcfe4e,JK Mukhiya,JK Mukhiya,,,,,
52f7299a,JK Silva,JK Silva,,,,,
dfcebdbe,JKZ Daniel,JKZ Daniel,,,,,
76dc16d4,JLB Davies,JLB Davies,,,,,
0a9d8b61,JL Carter,JL Carter,,,,,
bdadf7da,Joe Denly,JL Denly,,Batting Allrounder,16 March 1986,1,English
6e6fb538,,JL du Plooy,,,,,
1ccf9e7e,JL Finnie,JL Finnie,,,,,
110839f2,JL Hunter,JL Hunter,,,,,
4170b506,J Linde,J Linde,,,,,
9061a703,J Little,J Little,,,,,
0475a86b,JL Jonassen,JL Jonassen,,,,,
55f33b32,JL Ontong,JL Ontong,,,,,
f752db61,James Pattinson,JL Pattinson,2012,Bowler,03 May 1990,10,Australian
c834c290,JL Smith,JL Smith,,,,,
cbc9af54,JL Solozano,JL Solozano,,,,,
d12143bf,JM Anderson,JM Anderson,,,,,
abb83e27,Jonny Bairstow,JM Bairstow,2019,Wicketkeeper Batter,26 September 1989,50,English
bc773eeb,JM Bird,JM Bird,,,,,
2eca67f5,JM Clarke,JM Clarke,,,,,
ff154ecd,JM Cox,JM Cox,,,,,
5471024e,JM Davison,JM Davison,,,,,
62d34d5c,,JM Fields,,,,,
70c4f525,JM Holland,JM Holland,,,,,
fd8f11e9,JM How,JM How,,,,,
6581d753,JM Kemp,JM Kemp,,,,,
9af58032,JM Kerr,JM Kerr,,,,,
a4094f4a,JM McMillan,JM McMillan,,,,,
f048bb41,JM Mennie,JM Mennie,,,,,
52f08be8,JM Muirhead,JM Muirhead,,,,,
71bbaead,J Morgan,J Morgan,,,,,
aed5be04,JMR Taylor,JMR Taylor,,,,,
a9520ac2,J Mubarak,J Mubarak,,,,,
a15618fe,,JM Vince,,,,,
7239a365,JM Watkin,JM Watkin,,,,,
78feb458,JN Hamilton,JN Hamilton,,,,,
f76d7466,JN Malan,JN Malan,,,,,
773cec26,JN Mohammed,JN Mohammed,,,,,
024a173d,J Nyumbu,J Nyumbu,,,,,
0f721006,Jason Holder,JO Holder,2013,All-rounder,05 November 1991,46,West Indian
a9a4df9f,JO Ngoche,JO Ngoche,,,,,
59559bc2,J Overton,J Overton,,,,,
3186fb56,Joyraz Sheik,Joyraz Sheik,,,,,
5c86c3c2,JPA Taylor,JPA Taylor,,,,,
4933f499,Jason Behrendorff,JP Behrendorff,2019,Bowler,20 April 1990,17,Australian
7c63baa7,JP Bray,JP Bray,,,,,
2e8994e7,JP Duminy,JP Duminy,2009,Batting All-rounder,14 April 1984,83,South African
808f425a,James Faulkner,JP Faulkner,2011,All-rounder,29 April 1990,60,Australian
99ed60f8,Javon Searles,JPR Scantlebury-Searles,,Bowler,21 December 1986,4,West Indian
9cebb612,JR Doran,JR Doran,,,,,
03806cf8,Josh Hazlewood,JR Hazlewood,2012,Bowler,08 January 1991,27,Australian
530b20e3,JRMVB Sanjaya,JRMVB Sanjaya,,,,,
39086549,Josh Philippe,JR Philippe,,Wicketkeeper Batter,01 June 1997,5,Australian
59fff843,JR Winslade,JR Winslade,,,,,
b82e3032,J Shaw,J Shaw,,,,,
7c8f533d,JS Paris,JS Paris,,,,,
f5821615,JS Patel,JS Patel,,,,,
4125d931,Jagadeesha Suchith,J Suchith,2015,Bowler,16 January 1994,22,Indian
c64c2443,Syed Mohammad,J Syed Mohammad,2011,Bowler,01 January 2012,11,Indian
05d4c10d,,JTA Benton,,,,,
a4a2a0c0,,JTA Burnham,,,,,
3d0ed2f9,JT Ball,JT Ball,,,,,
dec8e038,Juan Theron,J Theron,2010,Bowler,24 July 1985,10,American
42172c3c,JT Smuts,JT Smuts,,,,,
902d916b,Jubair Hossain,Jubair Hossain,,,,,
92780e2f,JU Goolie,JU Goolie,,,,,
086f5984,Junaid Khan,Junaid Khan,,,,,
62e203d4,Junaid Siddique,Junaid Siddique,,,,,
7be8a0ed,JW Dernbach,JW Dernbach,,,,,
012829ff,John Hastings,JW Hastings,,All-rounder,04 November 1985,3,Australian
1afdbdbf,JWM Dalrymple,JWM Dalrymple,,,,,
ec33b21a,JW Shutt,JW Shutt,,,,,
81049310,Jayant Yadav,J Yadav,2015,Bowler,22 January 1990,20,Indian
60dd8960,Kabir Ali,Kabir Ali,,,,,
4ac6664d,KADA Kanchana,KADA Kanchana,,,,,
543d3e69,KAD Hurdle,KAD Hurdle,,,,,
d06335fd,KA Edwards,KA Edwards,,,,,
c59d8f8a,KA Hope,KA Hope,,,,,
68c56d09,Kyle Jamieson,KA Jamieson,2021,Bowler,30 December 1994,9,New Zealander
78eb4223,Kemar Roach,KAJ Roach,,N/A,30 June 1988,2,West Indian
5b9b3c32,KA Kallicharan,KA Kallicharan,,,,,
0b60eb09,KA Maharaj,KA Maharaj,,,,,
ff077124,Kamran Akmal,Kamran Akmal,,N/A,13 January 1982,6,Pakistani
35f4cf7e,Kamran Ghulam,Kamran Ghulam,,,,,
75186c24,Kamran Shazad,Kamran Shazad,,,,,
f7e9a562,Kamrul Islam Rabbi,Kamrul Islam Rabbi,,,,,
a757b0d8,Kieron Pollard,KA Pollard,2010,All-rounder,12 May 1987,189,West Indian
d73287e4,Karamat Ali,Karamat Ali,,,,,
f53b3e1d,Karan KC,Karan KC,,,,,
1647bd37,Karanveer Singh,Karanveer Singh,,All-rounder,08 November 1987,9,Indian
62175638,Karim Janat,Karim Janat,,,,,
13e5908b,Karim Sadiq,Karim Sadiq,,,,,
5d2eea49,Kartik Tyagi,Kartik Tyagi,2020,Bowler,08 November 2000,20,Indian
fccb94c3,Kaveen Bandara,Kaveen Bandara,,,,,
7daedf2f,Arun Karthik,KB Arun Karthik,2010,Batter,15 February 1986,16,Indian
e3386c8a,K Bhurtel,K Bhurtel,,,,,
7d5af2ea,KC Brathwaite,KC Brathwaite,,,,,
edb3d4f8,KC Cariappa,KC Cariappa,2015,Bowler,13 April 1994,11,Indian
