id,name,unique_name,ipl_debut,specialization,date_of_birth,matches,nationality
7ad1bec6,K Christoffels,K Christoffels,,,,,
6b71e6cf,Kumar Sangakkara,KC Sangakkara,2008,Wicketkeeper Batter,27 October 1977,71,Sri Lankan
c03f1114,Dinesh Karthik,KD Karthik,2008,Wicketkeeper Batter,01 June 1985,257,Indian
f3bde2b3,KDK Vithanage,KDK Vithanage,,,,,
7fb32e5b,Kyle Mills,KD Mills,,N/A,15 March 1979,0,New Zealander
365229a8,K Doriga,K Doriga,,,,,
d5ae21a2,KD Shah,KD Shah,,,,,
a0fdf513,KDU Prabodhani,KDU Prabodhani,,,,,
7c0055c1,KE Broadmore,KE Broadmore,,,,,
90de905a,Krishnappa Gowtham,K Gowtham,2018,Bowling Allrounder,20 October 1988,36,Indian
bec997fc,Khadija Tul Kubra,Khadija Tul Kubra,,,,,
5dbdecf1,Khaled Ahmed,Khaled Ahmed,,,,,
5eea345c,Khalid Latif,Khalid Latif,,,,,
934b36a6,Khawar Ali,Khawar Ali,,,,,
6a434bd3,KH Brunt,KH Brunt,,,,,
5b8c830e,Krunal Pandya,KH Pandya,2016,All-rounder,24 March 1991,127,Indian
796e4140,Khurram Chohan,Khurram Chohan,,,,,
ae6746e0,Khurram Khan,Khurram Khan,,,,,
82c78845,Khurram Manzoor,Khurram Manzoor,,,,,
9fadc326,Khurram Shehzad,Khurram Shehzad,,,,,
fce581b5,,Khushdil Shah,,,,,
732c038e,KIC Asalanka,KIC Asalanka,,,,,
a9da7784,Kyle Abbott,KJ Abbott,2015,All-rounder,18 June 1987,5,South African
85d8110a,KJ Coetzer,KJ Coetzer,,,,,
0b69a844,KJ Garth,KJ Garth,,,,,
714af18b,KJ Harding,KJ Harding,,,,,
cf75a839,KJ Martin,KJ Martin,,,,,
4c895bc1,KJ McClure,KJ McClure,,,,,
243431b5,KJ O'Brien,KJ O'Brien,,,,,
a2f46292,Khaleel Ahmed,KK Ahmed,2018,Bowler,05 December 1997,57,Indian
557153ca,Kevon Cooper,KK Cooper,,Bowling All-rounder,02 February 1989,25,West Indian
fa2f1dde,Kulwant Khejroliya,K Khejroliya,2018,Bowler,02 March 1995,7,Indian
8479a24a,KK Jennings,KK Jennings,,,,,
944533a5,Karun Nair,KK Nair,2013,Batting All-rounder,06 December 1991,76,Indian
655dd28c,KK Peters,KK Peters,,,,,
1ade138e,KL Cross,KL Cross,,,,,
00823a96,,KL Gordon,,,,,
b4f5c2d9,Kamlesh Nagarkoti,KL Nagarkoti,2018,Bowler,28 December 1999,12,Indian
b17e2f24,KL Rahul,KL Rahul,2013,Wicketkeeper Batter,18 April 1992,132,Indian
75224f22,Keemo Paul,KMA Paul,2019,All-rounder,21 February 1998,8,West Indian
798cc28e,KM Asif,KM Asif,2018,Bowler,24 July 1993,7,Indian
f8929fe0,,K Matigimu,,,,,
fa8f9dc3,KM Beams,KM Beams,,,,,
2c997ad3,,KMC Bandara,,,,,
469ea22b,Nuwan Kulasekara,KMDN Kulasekara,2011,Bowler,22 July 1982,6,Sri Lankan
99d63244,Kedar Jadhav,KM Jadhav,2010,All-rounder,26 March 1985,95,Indian
59792462,KM Jarvis,KM Jarvis,,,,,
585dda5d,KNA Bandara,KNA Bandara,,,,,
e012ad13,KOA Powell,KOA Powell,,,,,
78cb83f3,KOK Williams,KOK Williams,,,,,
e43fb0fb,Komal Zanzad,Komal Zanzad,,N/A,10 July 1991,0,
d92e42f5,KP Appanna,KP Appanna,2009,Bowler,20 December 1988,14,Indian
a61bcb94,K Pierre,K Pierre,,,,,
39f01cdb,Kevin Pietersen,KP Pietersen,2009,Batter,27 June 1980,36,English
e62dd25d,Kagiso Rabada,K Rabada,2017,Bowler,25 May 1995,80,South African
321c980e,K Ramharack,K Ramharack,,,,,
3165bc1b,Krishna Chandran,Krishna Chandran,,,,,
73c18486,KR Mayers,KR Mayers,,,,,
3ca421b6,KR Rutherford,KR Rutherford,,,,,
531f0278,Krishmar Santokie,K Santokie,2014,Bowler,20 December 1984,2,West Indian
9e707e02,KS Carlson,KS Carlson,,,,,
314642ed,K Sinclair,K Sinclair,,,,,
3b50c63a,KS Lokuarachchi,KS Lokuarachchi,,,,,
d027ba9f,Kane Williamson,KS Williamson,2015,Batter,08 August 1990,78,New Zealander
9b79b9de,KTGD Prasad,KTGD Prasad,,,,,
8f93efd3,KT Kasuza,KT Kasuza,,,,,
78ad3258,KT Perkins,KT Perkins,,,,,
41c8bae3,KT Sandher,KT Sandher,,,,,
6020a3c6,KU Carty,KU Carty,,,,,
8d2c70ad,Kuldeep Yadav,Kuldeep Yadav,2016,Bowler,14 December 1994,84,Indian
27e71d47,Krishnakant Upadhyay,K Upadhyay,,N/A,18 June 1986,3,Indian
bf814547,K Verreynne,K Verreynne,,,,,
b955802a,KV Jain,KV Jain,,,,,
119678fd,Karn Sharma,KV Sharma,2013,All-rounder,23 October 1987,84,Indian
08323d6b,K Whatham,K Whatham,,,,,
dfc4d8b5,Kane Richardson,KW Richardson,2013,Bowler,12 February 1991,15,Australian
f3ca0dd8,KW Stirling,KW Stirling,,,,,
552f664a,Kycia A Knight,Kycia A Knight,,,,,
e5a8f7c3,KYG Ottley,KYG Ottley,,,,,
50a92895,KY Ottley,KY Ottley,,,,,
d85a1960,Kyshona A Knight,Kyshona A Knight,,,,,
4a461c24,LA Dawson,LA Dawson,,,,,
fe6d2da9,LAGL Kirby,LAGL Kirby,,,,,
ad427b5c,Lalit Yadav,Lalit Yadav,2021,All-Rounder,03 January 1997,27,Indian
9706e64b,LA Marsh,LA Marsh,,,,,
b63ab531,Luke Pomersbach,LA Pomersbach,2008,Batter,28 September 1984,17,Australian
07c8a2f4,,LA Procter,,,,,
5bf87532,Lata Mondal,Lata Mondal,,,,,
b2b50355,Lakshmipathy Balaji,L Balaji,2008,Bowler,27 September 1981,73,Indian
bdc0670a,LBK Hollman,LBK Hollman,,,,,
275dff85,L Cheatle,L Cheatle,,,,,
85ebf2be,LC Norwell,LC Norwell,,,,,
340202b0,LCN Smith,LCN Smith,,,,,
6bb7a785,LC Sthalekar,LC Sthalekar,,,,,
1b3945ef,LC Williamson,LC Williamson,,,,,
8dd02a98,Dinesh Chandimal,LD Chandimal,,N/A,18 November 1989,0,Sri Lankan
b4f73b44,L Delany,L Delany,,,,,
de063a39,LD Madushanka,LD Madushanka,,,,,
6feb46a4,LD McManus,LD McManus,,,,,
8b552293,LE Kaushalya,LE Kaushalya,,,,,
b54b66b3,L Embuldeniya,L Embuldeniya,,,,,
9a963804,Liam Plunkett,LE Plunkett,,N/A,06 April 1985,7,English
0bb32e98,L Goodall,L Goodall,,,,,
06c2de82,L Gregory,L Gregory,,,,,
30b60511,LHD Dilhara,LHD Dilhara,,,,,
2f9d0389,Lockie Ferguson,LH Ferguson,2017,Bowler,13 June 1991,45,New Zealander
d3611425,Lukman Meriwala,LI Meriwala,,Bowler,11 December 1991,1,Indian
0404d43c,Liton Das,Liton Das,,,,,
0ce7c466,L Jayasinghe,L Jayasinghe,,,,,
dfb51f40,LJ Carter,LJ Carter,,,,,
1c513d54,LJ Evans,LJ Evans,,,,,
e423d162,LJ Fletcher,LJ Fletcher,,,,,
35f9a295,LJ Hill,LJ Hill,,,,,
45ca0dc0,LJ Hurt,LJ Hurt,,,,,
9ba59a3c,LJ Woodcock,LJ Woodcock,,,,,
cca50cd6,Luke Wright,LJ Wright,,N/A,07 March 1985,7,English
69a9bb78,LK O'Reilly,LK O'Reilly,,,,,
7b01ce83,L Lee,L Lee,,,,,
b018e1eb,L Louwrens,L Louwrens,,,,,
12bffe91,,LL Tsotsobe,,,,,
ac8bca8d,L Maritz,L Maritz,,,,,
9b73d523,,LM Kasperek,,,,,
60471339,Lea Tahuhu,LMM Tahuhu,,N/A,23 September 1990,0,New Zealander
89f64c19,Lendl Simmons,LMP Simmons,2014,Batter,25 January 1985,29,West Indian
9789e56e,,LM Reece,,,,,
f834dcfc,Lungi Ngidi,L Ngidi,2018,Bowler,29 March 1996,14,South African
6ad2d5f7,LN Rajbanshi,LN Rajbanshi,,,,,
4487cc09,LOB Cann,LOB Cann,,,,,
1be70c88,LPC Silva,LPC Silva,,N/A,30 April 2012,3,
ed47cb25,LP Goldsworthy,LP Goldsworthy,,,,,
7626a471,L Philander,L Philander,,,,,
cb7c8cdf,LP Smith,LP Smith,,,,,
4ab6d138,LR Doolan,LR Doolan,,,,,
19147fe0,,LR Down,,,,,
b8f3362a,LR Johnson,LR Johnson,,,,,
0fa5042b,Luke Ronchi,L Ronchi,,N/A,23 April 1981,5,New Zealander
b61a3e1a,Ross Taylor,LRPL Taylor,2008,Batter,08 March 1984,55,New Zealander
b1451597,Laxmi Ratan Shukla,LR Shukla,2008,All-rounder,06 May 1981,47,Indian
923b0e02,LS Greenway,LS Greenway,,,,,
6b4593ee,L Siaka,L Siaka,,,,,
f892fcf9,L Sipamla,L Sipamla,,,,,
50c6bc2b,Liam Livingstone,LS Livingstone,2019,Batter,04 August 1993,39,English
b5781ac3,L Trevaskis,L Trevaskis,,,,,
3979b5e0,L Tucker,L Tucker,,,,,
2764133a,L Vincent,L Vincent,,,,,
782fb776,LV van Beek,LV van Beek,,,,,
5230a33d,L Winfield,L Winfield,,,,,
e60f81c9,L Wolvaardt,L Wolvaardt,,,,,
65b6943c,L Wood,L Wood,,,,,
00ea847a,Mayank Agarwal,MA Agarwal,2011,Batter,18 February 1991,127,Indian
e2ee90d9,MA Aponso,MA Aponso,,,,,
318a4039,MAA Sanjeewani,MAA Sanjeewani,,,,,
65d39793,MA Ashraf,MA Ashraf,,,,,
8305580c,MA Carberry,MA Carberry,,,,,
fc6f22e9,MA Cohen,MA Cohen,,,,,
3f440bd6,MADD Surangika,MADD Surangika,,,,,
9dad0f2e,Mahedi Hasan,Mahedi Hasan,,,,,
bf1d7d3e,Mahmudullah,Mahmudullah,,,,,
28131839,MA Leask,MA Leask,,,,,
af8beac9,Manali Dakshini,Manali Dakshini,,N/A,29 September 1997,0,Indian
c3a96caf,Mandeep Singh,Mandeep Singh,2010,Batter,18 December 1991,110,Indian
681af475,M Ansari,M Ansari,,,,,
0939c670,MA Ouma,MA Ouma,,,,,
e186f49c,Mashrafe Mortaza,Mashrafe Mortaza,,N/A,05 October 1983,1,Bangladeshi
e2db2409,Murugan Ashwin,M Ashwin,2016,Bowler,08 September 1990,44,Indian
3fb19989,Mitchell Starc,MA Starc,2014,Bowler,30 January 1990,41,Australian
8d92a2c3,Mark Wood,MA Wood,2018,Bowler,11 January 1990,5,English
a457cfb5,Mayank Dagar,Mayank Dagar,2023,All-rounder,11 November 1996,8,Indian
684d21d7,,M Bhanuka,,,,,
1ca7c00f,M Carter,M Carter,,,,,
32198ae0,Moises Henriques,MC Henriques,2009,All-rounder,01 February 1987,62,Australian
605b7efa,Manpreet Juneja,MC Juneja,2012,Batter,12 September 1990,7,Indian
3f18724b,MC Sorensen,MC Sorensen,,,,,
16443d2f,M Daniels,M Daniels,,,,,
1b3acd33,MD Bates,MD Bates,,,,,
f53d6c10,MD Bates,MD Bates (2),,,,,
c8574282,MD Craig,MD Craig,,,,,
5be810ba,MD Dai,MD Dai,,,,,
d34a2268,MDE Holden,MDE Holden,,,,,
d4eef961,Marchant de Lange,M de Lange,2012,Bowler,13 October 1990,5,South African
8f2dfebf,MD Fisher,MD Fisher,,,,,
509a7ca1,MD Gunathilaka,MD Gunathilaka,,,,,
f21043a5,MDKJ Perera,MDKJ Perera,,,,,
5531248e,MDK Perera,MDK Perera,,,,,
6afb26d6,Mohnish Mishra,MD Mishra,,N/A,09 February 1984,18,Indian
dfc89c58,MDN Hansika,MDN Hansika,,,,,
3ff033bb,MD Shanaka,MD Shanaka,,,,,
1b77f62b,MD Stoneman,MD Stoneman,,,,,
01a95383,MD Taylor,MD Taylor,,,,,
fefe8d52,MDT Kamini,MDT Kamini,,,,,
e219f17a,M du Preez,M du Preez,,,,,
15101f12,ME Claydon,ME Claydon,,,,,
c58b0108,Mehedi Hasan Miraz,Mehedi Hasan Miraz,,,,,
0b7363da,,Mehedi Hasan Rana,,,,,
d7bfcc0b,Mehran Khan,Mehran Khan,,,,,
48fd7349,Michael Hussey,MEK Hussey,2008,Batter,27 May 1975,59,Australian
3dcd1e8d,ME Milnes,ME Milnes,,,,,
38214163,Rasikh Dar,M Faraz Akram,2019,Bowler,05 April 2000,11,Indian
ab89348d,MF Maharoof,MF Maharoof,,,,,
f5180fe6,Mitchell Johnson,MG Johnson,2012,Bowling All-rounder,02 November 1981,54,Australian
715941c3,MGK Burgess,MGK Burgess,,,,,
0164b064,Michael Neser,MG Neser,2013,Bowling All-rounder,29 March 1990,1,Australian
8b261d84,MH Cross,MH Cross,,,,,
9f701298,MH McKiernan,MH McKiernan,,,,,
90f47cf2,MH Wessels,MH Wessels,,,,,
3812d56b,MH Yardy,MH Yardy,,,,,
c88bc84a,Miles Hammond,Miles Hammond,,,,,
cb1a782a,Mir Hamza,Mir Hamza,,,,,
bdd985f2,Mirwais Ashraf,Mirwais Ashraf,,,,,
7eae4418,Misbah-ul-Haq,Misbah-ul-Haq,,N/A,28 May 1974,8,Pakistani
81c36ee9,Marco Jansen,M Jansen,2021,All-rounder,01 May 2000,21,South African
f842c2cf,Michael Clarke,MJ Clarke,,N/A,02 April 1981,6,Australian
e2410b5e,,MJG Nielsen,,,,,
2be41edb,Martin Guptill,MJ Guptill,,Batter,30 September 1986,13,New Zealander
e84ac20c,Matt Henry,MJ Henry,,Bowler,14 December 1991,6,New Zealander
c5cc48bc,MJJ Critchley,MJJ Critchley,,,,,
3987e390,MJ Leach,MJ Leach,,,,,
11df3dc8,Michael Lumb,MJ Lumb,,N/A,02 December 1980,12,English
aab3e7be,MJ Mason,MJ Mason,,,,,
51a3c5ef,Mitchell McClenaghan,MJ McClenaghan,2015,Bowler,11 June 1986,56,New Zealander
47fb8d80,M Joshi,M Joshi,,,,,
894b2d25,MJ Potts,MJ Potts,,,,,
1200550f,MJ Prior,MJ Prior,,,,,
e4a0deae,Mitchell Santner,MJ Santner,2019,All-rounder,05 February 1992,18,New Zealander
86b4bf88,,MJ Swepson,,,,,
d84378a4,Mohammad Kaif,M Kaif,,Batter,01 December 1980,29,Indian
d26e0405,,MK Andersson,,,,,
63e3b6b3,M Kapp,M Kapp,,,,,
abfeb126,Murali Kartik,M Kartik,2008,Bowler,11 September 1976,56,Indian
ce85fcaf,M Klaas,M Klaas,,,,,
da934ee8,Mahipal Lomror,MK Lomror,2018,All-rounder,16 November 1999,40,Indian
93b4fc78,Manish Pandey,MK Pandey,2008,Batter,10 September 1989,171,Indian
26e5cabf,Manoj Tiwary,MK Tiwary,2008,Batter,14 November 1985,98,Indian
cd62f670,MK Villiers,MK Villiers,,,,,
fa433be6,M Labuschagne,M Labuschagne,,,,,
92aa28fe,ML Cummins,ML Cummins,,,,,
865eae1f,ML Green,ML Green,,,,,
d8699ab7,Matthew Hayden,ML Hayden,,N/A,29 October 1971,32,Australian
28217d89,,ML Revis,,,,,
17608a6f,Megan Schutt,ML Schutt,,N/A,15 January 1993,0,Australian
5f5e0c8c,ML Udawatte,ML Udawatte,,,,,
bb351c23,Moeen Ali,MM Ali,2018,All-rounder,18 June 1987,67,English
c42aaf71,Mithun Manhas,M Manhas,2008,Batter,12 October 1979,54,Indian
a9fd84fb,Mayank Markande,M Markande,2018,Bowler,11 November 1997,37,Indian
8629178f,MM English,MM English,,,,,
27e003ce,Meg Lanning,MM Lanning,,N/A,25 March 1992,0,Australian
7544bf30,MM Letsoalo,MM Letsoalo,,,,,
5bb5a915,Morne Morkel,M Morkel,2009,Bowler,06 October 1984,70,South African
8836fcac,M Mosehle,M Mosehle,,,,,
f0f628c7,Munaf Patel,MM Patel,2008,Bowler,12 July 1983,63,Indian
759ac88f,Mohit Sharma,MM Sharma,2013,Bowler,19 December 1991,112,Indian
4ba44e19,Muttiah Muralitharan,M Muralitharan,2008,Bowler,17 April 1972,66,Sri Lankan
f846de6a,Marlon Samuels,MN Samuels,2012,Batting All-rounder,05 February 1981,15,West Indian
20a941bb,Makhaya Ntini,M Ntini,,N/A,06 July 1977,9,South African
710dd98c,Morne van Wyk,MN van Wyk,,N/A,20 March 1979,5,South African
ec4dada1,MN Waller,MN Waller,,,,,
9a2ab8cd,MO Frew,MO Frew,,,,,
a089f93f,Mohammad Abbas,Mohammad Abbas,,,,,
9c7da91f,Mohammad Aftab,Mohammad Aftab,,,,,
e174dadd,Mohammad Amir,Mohammad Amir,,,,,
2bb09eb2,Mohammad Ashraful,Mohammad Ashraful,,N/A,07 July 1984,1,Bangladeshi
9ab63e7b,Mohammad Hafeez,Mohammad Hafeez,,N/A,17 October 1980,8,Pakistani
8596fe80,,Mohammad Hasnain,,,,,
a8e3170f,Mohammad Irfan,Mohammad Irfan,,,,,
77191792,Mohammad Mithun,Mohammad Mithun,,,,,
62af8546,Mohammad Nabi,Mohammad Nabi,2017,All Rounder,01 January 1985,24,Afghan
7923a51d,Mohammad Naim,Mohammad Naim,,,,,
4861d29b,Mohammad Naveed,Mohammad Naveed,,,,,
3086f7a4,Mohammad Nawaz,Mohammad Nawaz (3),,,,,
7ff3fcaa,Mohammad Rafique,Mohammad Rafique,,,,,
2f26ac1a,Mohammad Rizwan,Mohammad Rizwan,,,,,
b3a28446,Mohammad Saifuddin,Mohammad Saifuddin,,,,,
9eea360c,Mohammad Salman,Mohammad Salman,,,,,
68ddabdb,Mohammad Sami,Mohammad Sami,,,,,
c285c86e,Mohammad Shahid,Mohammad Shahid,,,,,
d6dcb0c9,Mohammad Shahzad,Mohammad Shahzad,,,,,
4c7df2c8,Mohammad Shahzad,Mohammad Shahzad (2),,,,,
0ec9e2c4,Mohammad Talha,Mohammad Talha,,,,,
eb7af112,Mohammad Tauqir,Mohammad Tauqir,,,,,
9287e5ae,Mohammad Umar Burki,Mohammad Umar Burki,,,,,
e237b28c,Mohammad Yousuf,Mohammad Yousuf,,,,,
8cf9814c,Mohammad Shami,Mohammed Shami,2009,Bowler,03 September 1990,110,Indian
2f49c897,Mohammed Siraj,Mohammed Siraj,2017,Bowler,13 March 1994,93,Indian
de0a3209,Mominul Haque,Mominul Haque,,,,,
fb24e76c,Monu Kumar,Monu Kumar,,Bowler,05 November 1994,1,Indian
f7c6ff20,,Mosabbek Hossain,,,,,
8919756f,Mosaddek Hossain,Mosaddek Hossain,,,,,
8eb611d0,Mosharraf Hossain,Mosharraf Hossain,,,,,
57a76baa,MP Dunn,MP Dunn,,,,,
b699df47,MP O'Dowd,MP O'Dowd,,,,,
85e0cf10,Prasidh Krishna,M Prasidh Krishna,2018,Bowler,19 February 1996,51,Indian
d9273ee7,Marcus Stoinis,MP Stoinis,2016,All-rounder,16 August 1989,96,Australian
6e1b1ec0,MP Vaughan,MP Vaughan,,,,,
fc55ec67,MR Adair,MR Adair,,,,,
4e7aa570,MR Aguilleira,MR Aguilleira,,,,,
ec2269dc,Mithali Raj,M Raj,,N/A,03 December 1982,0,Indian
de8d3876,Mahesh Rawat,M Rawat,2008,Wicketkeeper Batter,25 October 1985,18,Indian
7d7ab238,MR Gillespie,MR Gillespie,,,,,
1252f71a,MRJ Watt,MRJ Watt,,,,,
3d8feaf8,Mitchell Marsh,MR Marsh,2010,All-rounder,20 October 1991,42,Australian
89ee5191,Mona Meshram,MR Meshram,,N/A,30 September 1991,0,Indian
b082d112,MR Quinn,MR Quinn,,,,,
a75a78eb,MR Swart,MR Swart,,,,,
5afd4539,Manvinder Bisla,MS Bisla,2010,Wicketkeeper Batter,27 December 1984,39,Indian
7fa12533,MS Chapman,MS Chapman,,,,,
f0a0204e,MS Crane,MS Crane,,,,,
4a8a2e3b,MS Dhoni,MS Dhoni,2008,Wicketkeeper Batter,07 July 1981,264,Indian
ae78bc32,Manpreet Gony,MS Gony,2008,Bowler,01 January 1984,44,Indian
7dcb9bc9,Shahrukh Khan,M Shahrukh Khan,2021,allRounder,27 May 1995,40,Indian
9e85455c,MS Harris,MS Harris,,,,,
6766ca00,M Shumba,M Shumba,,,,,
5a37ec26,MS Panesar,MS Panesar,,,,,
270e4c23,MS Pepper,MS Pepper,,,,,
f57d5dbb,M Strano,M Strano,,,,,
afa7e784,Matthew Wade,MS Wade,2011,Wicketkeeper Batter,26 December 1987,15,Australian
d74d1090,MTC Waller,MTC Waller,,,,,
218d4d78,,MT Renshaw,,,,,
37312a74,Mudassar Bukhari,Mudassar Bukhari,,,,,
ff86a0e1,Muhammad Kaleem,Muhammad Kaleem,,,,,
9b8a3c39,Muhammad Musa,Muhammad Musa,,,,,
45642393,Muhammad Usman,Muhammad Usman,,,,,
7d92277a,Mujeeb Ur Rahman,Mujeeb Ur Rahman,2018,Bowler,28 March 2001,19,Afghan
456f6d99,Mukhtar Ahmed,Mukhtar Ahmed,,,,,
86fdf668,Muneeba Ali,Muneeba Ali,,,,,
04029c44,Munir Dar,Munir Dar,,,,,
712bbd92,Murshida Khatun,Murshida Khatun,,,,,
a94e08ea,Mushfiqur Rahim,Mushfiqur Rahim,,,,,
0a8fce53,Mustafizur Rahman,Mustafizur Rahman,2016,Bowler,06 September 1995,57,Bangladeshi
7eb36269,M van Lingen,M van Lingen,,,,,
f3cb53a1,Mark Boucher,MV Boucher,,N/A,03 December 1976,31,South African
4b57e452,Murali Vijay,M Vijay,2009,Batter,01 April 1984,106,Indian
c03e2850,Manan Vohra,M Vohra,2013,Batter,18 July 1993,56,Indian
5eef2118,MVT Fernando,MVT Fernando,,,,,
2e4f11e9,MV Waldron,MV Waldron,,,,,
8c7d6cbe,MW Machan,MW Machan,,,,,
19708692,MW Parkinson,MW Parkinson,,,,,
6a2fadd0,MW Pillans,MW Pillans,,,,,
a90e53ec,MW Short,MW Short,,,,,
023f6b02,Nadeem Ahmed,Nadeem Ahmed,,,,,
02e83ac5,Naeem Islam,Naeem Islam,,,,,
39e65963,NAG Farrar,NAG Farrar,,,,,
66078174,Nahida Akter,Nahida Akter,,,,,
3e7c0b1e,Nahida Khan,Nahida Khan,,,,,
5486d41f,Nain Abidi,Nain Abidi,,,,,
25e26a23,Najeeb Amar,Najeeb Amar,,,,,
2683e28b,Najeeb Tarakai,Najeeb Tarakai,,,,,
1212cbec,Najibullah Zadran,Najibullah Zadran,,,,,
9c9af282,Naseem Shah,Naseem Shah,,,,,
c981d3c2,Nashra Sandhu,Nashra Sandhu,,,,,
e70a0811,Nasir Aziz,Nasir Aziz,,,,,
6eea0b32,Nasir Hossain,Nasir Hossain,,,,,
b430ec8c,Nasir Jamal,Nasir Jamal,,,,,
4c4a06fb,Nasir Jamshed,Nasir Jamshed,,,,,
ee0c05c0,NA Sowter,NA Sowter,,,,,
54c58a5e,Nauman Ali,Nauman Ali,,,,,
21d4e29b,Navdeep Saini,NA Saini,2019,Bowler,23 November 1992,32,Indian
33f28243,Naved-ul-Hasan,Naved-ul-Hasan,,,,,
c0c411cb,Naveen-ul-Haq,Naveen-ul-Haq,,,,,
0503ae22,Nawroz Mangal,Nawroz Mangal,,,,,
1670dcfd,Nayeem Hasan,Nayeem Hasan,,,,,
1274d7ab,Nazmul Hossain Shanto,Nazmul Hossain Shanto,,,,,
6575e3bc,Nazmul Islam,Nazmul Islam,,,,,
1cbd881f,NB Beard,NB Beard,,,,,
9d280648,NB Budayair,NB Budayair,,,,,
58acb320,N Boochatham,N Boochatham,,,,,
b822e99c,Nathu Singh,NB Singh,,Bowler,08 September 1995,2,Indian
7260e1e9,NC Dodd,NC Dodd,,,,,
0825e4b3,N Chaiwai,N Chaiwai,,,,,
b5626ff7,Nattakan Chantham,N Chantam,,N/A,01 January 1996,0,Thai
72e361fe,N Davin,N Davin,,,,,
ea544967,N de Klerk,N de Klerk,,,,,
caf1b14c,N Deonarine,N Deonarine,,,,,
45963d9e,N Dickwella,N Dickwella,,,,,
dd883071,NE Bolton,NE Bolton,,,,,
59ddd811,NE Bonner,NE Bonner,,,,,
a1fa0d0f,Ngazibini Sigwili,Ngazibini Sigwili,,,,,
c5326dd0,NG Jones,NG Jones,,,,,
127bc5ca,NGRP Jayasuriya,NGRP Jayasuriya,,,,,
05b1aef8,NG Smith,NG Smith,,,,,
ed840f44,Nida Dar,Nida Dar,,,,,
3827f6a2,Nigar Sultana,Nigar Sultana,,,,,
e3eb9e46,Nizakat Khan,Nizakat Khan,,,,,
bd54eef5,Narayan Jagadeesan,N Jagadeesan,2020,Wicketkeeper Batter,24 December 1995,13,Indian
a6aac76b,NJ Browne,NJ Browne,,,,,
dff806f4,,NJ Carey,,,,,
44afbf2d,Nic Maddinson,NJ Maddinson,,Batter,21 December 1991,3,Australian
84826f48,NJ O'Brien,NJ O'Brien,,,,,
c7bdb5b5,NJ Reardon,NJ Reardon,,,,,
6042bf26,Nathan Rimmington,NJ Rimmington,2011,Bowler,11 November 1982,1,Australian
bab08c8b,NJ Selman,NJ Selman,,,,,
82c78412,N Koncharoenkai,N Koncharoenkai,,,,,
5239d782,NL Buck,NL Buck,,,,,
5673a3fc,Nathan McCullum,NL McCullum,,Bowler,01 September 1980,2,New Zealander
0f12f9df,Thisara Perera,NLTC Perera,2010,All-rounder,03 April 1989,37,Sri Lankan
4a36c370,,N Madziva,,,,,
56ab442f,Nathan Coulter-Nile,NM Coulter-Nile,2013,Bowler,11 October 1987,39,Australian
686362af,,N Mlaba,,,,,
96a6a7ad,NM Lyon,NM Lyon,,,,,
e87e87ee,Nuzhat Parween,NM Parween,,N/A,09 May 1996,0,Indian
dd468277,Gurnoor Singh Brar,N M'shangwe,,Bowler,25 May 2000,1,Indian
f0b4294e,,NND de Silva,,,,,
b4bbe95c,N Niranjana,N Niranjana,,,,,
753b5a2d,NN Odhiambo,NN Odhiambo,,,,,
ea3ffd1b,NO Miller,NO Miller,,,,,
72e46d30,Noor Ali Zadran,Noor Ali Zadran,,,,,
3241e3fd,Nicholas Pooran,N Pooran,2019,Wicketkeeper Batter,02 October 1995,76,West Indian
2af838ee,Nuwan Pradeep,N Pradeep,,N/A,19 October 1986,0,Sri Lankan
fb2d1dda,Nitish Rana,N Rana,2016,Batter,27 December 1993,107,Indian
e5437a99,NRD Compton,NRD Compton,,,,,
b3bad3f2,NR Kumar,NR Kumar,,,,,
f3a18a0c,Natalie Sciver,NR Sciver,,N/A,20 August 1992,0,English
c1a89821,NRT Gubbins,NRT Gubbins,,,,,
74c6c6e0,NR Welch,NR Welch,,,,,
addbde6c,Nitin Saini,N Saini,2012,Batter,28 October 1988,10,Indian
b17a4a93,N Shangase,N Shangase,,,,,
aedc3b7c,Nikhil Naik,NS Naik,2016,Wicketkeeper Batter,09 November 1994,4,Indian
a354c917,NT Broom,NT Broom,,,,,
d365d463,Nurul Hasan,Nurul Hasan,,,,,
a36915ce,N Vanua,N Vanua,,,,,
890946a0,Naman Ojha,NV Ojha,2009,Wicketkeeper Batter,20 July 1983,113,Indian
78adc879,N Wagner,N Wagner,,,,,
4c61a0f9,Nathan Bracken,NW Bracken,,N/A,12 September 1977,0,Australian
1d39dc61,NY McLean,NY McLean,,,,,
7bf96684,Owais Shah,OA Shah,2010,Batter,22 October 1978,23,English
324a6ee1,OB Cox,OB Cox,,,,,
529eb9e0,OC McCoy,OC McCoy,,,,,
0f3ee070,OE Robinson,OE Robinson,,,,,
23cca426,OF Smith,OF Smith,,,,,
60f4c586,OG Robinson,OG Robinson,,,,,
e94bc520,OJ Pope,OJ Pope,,,,,
519b872a,O Kamchomphu,O Kamchomphu,,,,,
f71de062,OL Pitcher,OL Pitcher,,,,,
3f659464,OP Stone,OP Stone,,,,,
eab61ead,ORT Sale,ORT Sale,,,,,
c6097d68,Oshane Thomas,O Thomas,2019,Bowler,18 February 1997,4,West Indian
52d3b7ff,OU Ranasinghe,OU Ranasinghe,,,,,
